scenario_id,scenario_family,condition,scenario_stratum,repetition,latency_seconds,log_latency
EVAL-039,EVAL-MIS-06,qwen_fixed_team,synthetic_misconfiguration,3,28.739879781998752,3.3582856976914952
EVAL-040,EVAL-MIS-06,qwen_fixed_team,synthetic_misconfiguration,3,28.936446592990251,3.3651019283498234
EVAL-041,EVAL-CLN-01,qwen_fixed_team,clean_control,3,27.277200070006074,3.3060511909777692
EVAL-042,EVAL-CLN-01,qwen_fixed_team,clean_control,3,27.833518526007538,3.3262409967955779
EVAL-043,EVAL-CLN-02,qwen_fixed_team,clean_control,3,28.67092285000399,3.3558834680763612
EVAL-044,EVAL-CLN-02,qwen_fixed_team,clean_control,3,28.571588992002944,3.3524128321970639
EVAL-045,EVAL-CLN-03,qwen_fixed_team,clean_control,3,27.303327768007875,3.307008591026193
EVAL-046,EVAL-CLN-03,qwen_fixed_team,clean_control,3,28.152687673005858,3.33764282686665
EVAL-047,EVAL-CLN-04,qwen_fixed_team,clean_control,3,27.557173440000042,3.3162628806535785
EVAL-048,EVAL-CLN-04,qwen_fixed_team,clean_control,3,27.611712520993024,3.3182400494076671
EVAL-049,EVAL-KEV-A-04,qwen_fixed_team,recent_kev_0_30,3,63.254065951005032,4.14715940935187
EVAL-050,EVAL-KEV-A-04,qwen_fixed_team,recent_kev_0_30,3,60.763569778995588,4.1069904281247682
EVAL-051,EVAL-KEV-B-04,qwen_fixed_team,recent_kev_31_60,3,56.618356647006294,4.0363332550132709
EVAL-052,EVAL-KEV-B-04,qwen_fixed_team,recent_kev_31_60,3,58.602884497995547,4.0707839188868116
EVAL-053,EVAL-KEV-C-04,qwen_fixed_team,recent_kev_61_90,3,27.801171291001083,3.3250781525788544
EVAL-054,EVAL-KEV-C-04,qwen_fixed_team,recent_kev_61_90,3,27.508043326000916,3.3144784464891002
EVAL-055,EVAL-CVE-06,qwen_fixed_team,other_cve,3,29.951655118995404,3.3995845857722724
EVAL-056,EVAL-CVE-06,qwen_fixed_team,other_cve,3,77.854646104999119,4.3548435767175713
EVAL-057,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,3,28.309967399996822,3.3432139475864733
EVAL-058,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,3,28.567155082004319,3.3522576341758481
EVAL-059,EVAL-CLN-05,qwen_fixed_team,clean_control,3,28.099589065008331,3.3357549522117123
EVAL-060,EVAL-CLN-05,qwen_fixed_team,clean_control,3,27.309067375994346,3.3072187853600057
EVAL-001,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,4,58.742588875000365,4.0731649982585862
EVAL-002,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,4,56.276095710003574,4.030269857238582
EVAL-003,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,4,59.624028399004601,4.0880586538808457
